vehicle_id,location,vehicle_type,date,maintenance_type,cost,downtime_days
P01DKW,North,Mid-Size,2024-03-04,Tire Rotation,99.68,0.5
P01DKW,North,Mid-Size,2024-04-18,Tire Rotation,134.58,0.5
P01DKW,North,Mid-Size,2024-06-08,Tire Rotation,121.66,0.5
P01DKW,North,Mid-Size,2023-06-22,Brake Service,276.53,1.0
P01DKW,North,Mid-Size,2023-08-28,Brake Service,316.75,1.0
P01DKW,North,Mid-Size,2023-12-20,Brake Service,455.55,1.0
P01DKW,North,Mid-Size,2023-12-21,Brake Service,290.83,1.0
P01DKW,North,Mid-Size,2023-07-09,Engine Repair,1089.16,2.5
P01DKW,North,Mid-Size,2023-04-17,Recall/Inspection,143.84,1.0
P01DKW,North,Mid-Size,2023-05-22,Recall/Inspection,195.54,1.0
P01DKW,North,Mid-Size,2023-07-12,Recall/Inspection,170.5,1.0
XWM5C3,North,Compact,2023-04-14,Oil Change,84.0,0.5
XWM5C3,North,Compact,2023-05-30,Oil Change,96.49,0.5
XWM5C3,North,Compact,2023-06-04,Oil Change,100.75,0.5
XWM5C3,North,Compact,2023-06-13,Oil Change,76.34,0.5
XWM5C3,North,Compact,2023-06-19,Oil Change,56.21,0.5
XWM5C3,North,Compact,2023-06-21,Oil Change,63.87,0.5
XWM5C3,North,Compact,2023-07-12,Oil Change,59.37,0.5
XWM5C3,North,Compact,2023-08-17,Oil Change,114.71,0.5
XWM5C3,North,Compact,2023-09-29,Oil Change,111.25,0.5
XWM5C3,North,Compact,2023-11-05,Oil Change,99.77,0.5
XWM5C3,North,Compact,2023-12-20,Oil Change,77.72,0.5
XWM5C3,North,Compact,2024-01-10,Oil Change,71.69,0.5
XWM5C3,North,Compact,2024-01-20,Oil Change,28.7,0.5
XWM5C3,North,Compact,2024-02-12,Oil Change,88.8,0.5
XWM5C3,North,Compact,2024-03-05,Oil Change,93.11,0.5
XWM5C3,North,Compact,2024-04-23,Oil Change,115.22,0.5
XWM5C3,North,Compact,2024-05-05,Oil Change,77.27,0.5
XWM5C3,North,Compact,2024-06-29,Oil Change,67.54,0.5
XWM5C3,North,Compact,2023-03-14,Tire Rotation,187.22,0.5
XWM5C3,North,Compact,2023-05-15,Tire Rotation,82.11,0.5
XWM5C3,North,Compact,2023-08-28,Tire Rotation,107.27,0.5
XWM5C3,North,Compact,2023-11-20,Tire Rotation,86.24,0.5
XWM5C3,North,Compact,2023-11-26,Tire Rotation,100.69,0.5
XWM5C3,North,Compact,2023-12-20,Tire Rotation,81.81,0.5
XWM5C3,North,Compact,2024-01-03,Tire Rotation,123.06,0.5
XWM5C3,North,Compact,2024-04-01,Tire Rotation,140.4,0.5
XWM5C3,North,Compact,2024-04-08,Tire Rotation,80.46,0.5
XWM5C3,North,Compact,2023-11-29,Brake Service,503.29,1.0
XWM5C3,North,Compact,2023-12-11,Brake Service,194.05,1.0
XWM5C3,North,Compact,2024-04-13,Brake Service,334.23,1.0
XWM5C3,North,Compact,2023-03-08,Engine Repair,749.0,2.5
XWM5C3,North,Compact,2023-09-26,Recall/Inspection,111.25,1.0
XWM5C3,North,Compact,2024-01-02,Recall/Inspection,192.15,1.0
XWM5C3,North,Compact,2024-03-13,Recall/Inspection,190.97,1.0
7YPNPF,South,Truck,2023-03-28,Oil Change,75.52,0.5
7YPNPF,South,Truck,2023-05-07,Oil Change,78.95,0.5
7YPNPF,South,Truck,2023-05-11,Oil Change,66.32,0.5
7YPNPF,South,Truck,2023-06-08,Oil Change,114.77,0.5
7YPNPF,South,Truck,2023-06-09,Oil Change,71.94,0.5
7YPNPF,South,Truck,2023-07-11,Oil Change,95.48,0.5
7YPNPF,South,Truck,2023-08-26,Oil Change,97.25,0.5
7YPNPF,South,Truck,2023-09-03,Oil Change,60.26,0.5
7YPNPF,South,Truck,2023-10-25,Oil Change,113.39,0.5
7YPNPF,South,Truck,2023-10-27,Oil Change,83.22,0.5
7YPNPF,South,Truck,2023-11-03,Oil Change,58.47,0.5
7YPNPF,South,Truck,2023-11-25,Oil Change,81.44,0.5
7YPNPF,South,Truck,2024-02-03,Oil Change,94.76,0.5
7YPNPF,South,Truck,2024-03-23,Oil Change,85.44,0.5
7YPNPF,South,Truck,2024-04-24,Oil Change,88.67,0.5
7YPNPF,South,Truck,2024-05-05,Oil Change,74.91,0.5
7YPNPF,South,Truck,2024-05-17,Oil Change,76.86,0.5
7YPNPF,South,Truck,2023-02-03,Tire Rotation,85.05,0.5
7YPNPF,South,Truck,2023-03-21,Tire Rotation,162.74,0.5
7YPNPF,South,Truck,2023-06-06,Tire Rotation,108.39,0.5
7YPNPF,South,Truck,2023-08-03,Tire Rotation,165.55,0.5
7YPNPF,South,Truck,2023-08-11,Tire Rotation,62.6,0.5
7YPNPF,South,Truck,2023-08-15,Tire Rotation,139.7,0.5
7YPNPF,South,Truck,2023-08-28,Tire Rotation,150.66,0.5
7YPNPF,South,Truck,2023-09-09,Tire Rotation,164.03,0.5
7YPNPF,South,Truck,2023-09-17,Tire Rotation,95.59,0.5
7YPNPF,South,Truck,2023-09-23,Tire Rotation,64.39,0.5
7YPNPF,South,Truck,2023-09-27,Tire Rotation,69.94,0.5
7YPNPF,South,Truck,2023-11-24,Tire Rotation,152.24,0.5
7YPNPF,South,Truck,2023-12-14,Tire Rotation,161.06,0.5
7YPNPF,South,Truck,2023-12-24,Tire Rotation,111.15,0.5
7YPNPF,South,Truck,2024-02-02,Tire Rotation,133.86,0.5
7YPNPF,South,Truck,2024-02-20,Tire Rotation,132.94,0.5
7YPNPF,South,Truck,2024-03-09,Tire Rotation,89.11,0.5
7YPNPF,South,Truck,2024-03-15,Tire Rotation,107.74,0.5
7YPNPF,South,Truck,2024-04-05,Tire Rotation,178.4,0.5
7YPNPF,South,Truck,2024-05-22,Tire Rotation,168.32,0.5
7YPNPF,South,Truck,2023-08-10,Brake Service,380.78,1.0
7YPNPF,South,Truck,2023-11-19,Brake Service,408.65,1.0
7YPNPF,South,Truck,2023-12-05,Brake Service,233.35,1.0
7YPNPF,South,Truck,2023-07-22,Engine Repair,738.66,2.5
7YPNPF,South,Truck,2023-08-19,Engine Repair,760.98,2.5
7YPNPF,South,Truck,2024-01-13,Recall/Inspection,234.22,1.0
7YPNPF,South,Truck,2024-02-19,Recall/Inspection,271.11,1.0
7YPNPF,South,Truck,2024-03-08,Recall/Inspection,190.28,1.0
7YPNPF,South,Truck,2024-04-09,Recall/Inspection,231.44,1.0
HWTRRC,East,Mid-Size,2023-03-05,Oil Change,79.28,0.5
HWTRRC,East,Mid-Size,2023-05-15,Oil Change,79.3,0.5
HWTRRC,East,Mid-Size,2023-05-24,Oil Change,79.86,0.5
HWTRRC,East,Mid-Size,2023-06-21,Oil Change,108.1,0.5
HWTRRC,East,Mid-Size,2023-06-28,Oil Change,95.53,0.5
HWTRRC,East,Mid-Size,2023-07-15,Oil Change,90.73,0.5
HWTRRC,East,Mid-Size,2023-07-25,Oil Change,72.86,0.5
HWTRRC,East,Mid-Size,2023-08-02,Oil Change,96.33,0.5
HWTRRC,East,Mid-Size,2023-08-08,Oil Change,76.13,0.5
HWTRRC,East,Mid-Size,2023-08-15,Oil Change,109.08,0.5
HWTRRC,East,Mid-Size,2023-09-26,Oil Change,103.9,0.5
HWTRRC,East,Mid-Size,2023-11-11,Oil Change,75.84,0.5
HWTRRC,East,Mid-Size,2023-11-23,Oil Change,70.98,0.5
HWTRRC,East,Mid-Size,2024-01-20,Oil Change,80.55,0.5
HWTRRC,East,Mid-Size,2024-02-08,Oil Change,76.07,0.5
HWTRRC,East,Mid-Size,2024-04-18,Oil Change,57.28,0.5
HWTRRC,East,Mid-Size,2024-04-28,Oil Change,115.09,0.5
HWTRRC,East,Mid-Size,2024-05-13,Oil Change,88.3,0.5
HWTRRC,East,Mid-Size,2024-05-20,Oil Change,81.66,0.5
HWTRRC,East,Mid-Size,2024-06-10,Oil Change,88.8,0.5
HWTRRC,East,Mid-Size,2024-06-15,Oil Change,99.32,0.5
HWTRRC,East,Mid-Size,2023-04-18,Tire Rotation,26.13,0.5
HWTRRC,East,Mid-Size,2023-05-01,Tire Rotation,92.8,0.5
HWTRRC,East,Mid-Size,2023-05-06,Tire Rotation,143.97,0.5
HWTRRC,East,Mid-Size,2023-05-12,Tire Rotation,125.03,0.5
HWTRRC,East,Mid-Size,2023-06-05,Tire Rotation,98.47,0.5
HWTRRC,East,Mid-Size,2023-06-28,Tire Rotation,73.94,0.5
HWTRRC,East,Mid-Size,2023-09-09,Tire Rotation,106.07,0.5
HWTRRC,East,Mid-Size,2023-10-16,Tire Rotation,195.23,0.5
HWTRRC,East,Mid-Size,2024-01-13,Tire Rotation,97.24,0.5
HWTRRC,East,Mid-Size,2024-01-26,Tire Rotation,57.62,0.5
HWTRRC,East,Mid-Size,2024-03-15,Tire Rotation,120.41,0.5
HWTRRC,East,Mid-Size,2024-04-06,Tire Rotation,122.77,0.5
HWTRRC,East,Mid-Size,2024-06-01,Tire Rotation,98.03,0.5
HWTRRC,East,Mid-Size,2024-06-04,Tire Rotation,148.32,0.5
HWTRRC,East,Mid-Size,2023-03-12,Brake Service,453.67,1.0
HWTRRC,East,Mid-Size,2023-05-01,Brake Service,147.53,1.0
HWTRRC,East,Mid-Size,2023-05-27,Brake Service,327.74,1.0
HWTRRC,East,Mid-Size,2023-06-15,Brake Service,251.4,1.0
HWTRRC,East,Mid-Size,2023-06-27,Brake Service,517.72,1.0
HWTRRC,East,Mid-Size,2023-07-29,Brake Service,332.42,1.0
HWTRRC,East,Mid-Size,2023-09-13,Brake Service,479.78,1.0
HWTRRC,East,Mid-Size,2023-11-10,Brake Service,289.66,1.0
HWTRRC,East,Mid-Size,2023-12-04,Brake Service,379.73,1.0
HWTRRC,East,Mid-Size,2024-03-06,Brake Service,257.66,1.0
HWTRRC,East,Mid-Size,2024-05-30,Brake Service,259.3,1.0
HWTRRC,East,Mid-Size,2023-04-04,Engine Repair,802.48,2.5
HWTRRC,East,Mid-Size,2023-03-03,Recall/Inspection,193.82,1.0
HWTRRC,East,Mid-Size,2023-04-08,Recall/Inspection,199.18,1.0
HWTRRC,East,Mid-Size,2023-09-04,Recall/Inspection,139.08,1.0
58ILWA,West,Compact,2023-04-16,Oil Change,119.3,0.5
58ILWA,West,Compact,2023-04-30,Oil Change,81.05,0.5
58ILWA,West,Compact,2023-07-25,Oil Change,73.96,0.5
58ILWA,West,Compact,2023-07-28,Oil Change,111.2,0.5
58ILWA,West,Compact,2023-10-02,Oil Change,116.0,0.5
58ILWA,West,Compact,2023-10-03,Oil Change,90.12,0.5
58ILWA,West,Compact,2024-02-29,Oil Change,99.91,0.5
58ILWA,West,Compact,2024-04-17,Oil Change,77.29,0.5
58ILWA,West,Compact,2024-04-22,Oil Change,31.27,0.5
58ILWA,West,Compact,2024-04-27,Oil Change,83.24,0.5
58ILWA,West,Compact,2024-06-07,Oil Change,99.02,0.5
58ILWA,West,Compact,2024-06-11,Oil Change,107.63,0.5
58ILWA,West,Compact,2023-05-29,Tire Rotation,102.11,0.5
58ILWA,West,Compact,2023-06-15,Tire Rotation,82.61,0.5
58ILWA,West,Compact,2023-08-21,Tire Rotation,85.03,0.5
58ILWA,West,Compact,2023-09-18,Tire Rotation,122.21,0.5
58ILWA,West,Compact,2023-09-19,Tire Rotation,109.48,0.5
58ILWA,West,Compact,2023-11-10,Tire Rotation,89.47,0.5
58ILWA,West,Compact,2023-11-16,Tire Rotation,131.7,0.5
58ILWA,West,Compact,2023-11-26,Tire Rotation,92.39,0.5
58ILWA,West,Compact,2023-12-13,Tire Rotation,129.68,0.5
58ILWA,West,Compact,2024-04-26,Tire Rotation,189.88,0.5
58ILWA,West,Compact,2024-06-06,Tire Rotation,119.02,0.5
58ILWA,West,Compact,2023-09-19,Brake Service,378.99,1.0
58ILWA,West,Compact,2023-12-16,Brake Service,387.33,1.0
58ILWA,West,Compact,2024-02-26,Brake Service,253.46,1.0
58ILWA,West,Compact,2023-12-12,Recall/Inspection,140.59,1.0
58ILWA,West,Compact,2024-06-08,Recall/Inspection,271.21,1.0
D6GU50,Central,Mid-Size,2023-03-16,Oil Change,105.59,0.5
D6GU50,Central,Mid-Size,2023-05-18,Oil Change,90.45,0.5
D6GU50,Central,Mid-Size,2023-05-21,Oil Change,77.21,0.5
D6GU50,Central,Mid-Size,2023-05-30,Oil Change,83.34,0.5
D6GU50,Central,Mid-Size,2023-06-27,Oil Change,110.06,0.5
D6GU50,Central,Mid-Size,2023-07-06,Oil Change,65.8,0.5
D6GU50,Central,Mid-Size,2023-08-21,Oil Change,100.37,0.5
D6GU50,Central,Mid-Size,2023-08-26,Oil Change,88.46,0.5
D6GU50,Central,Mid-Size,2023-09-26,Oil Change,84.73,0.5
D6GU50,Central,Mid-Size,2023-10-11,Oil Change,60.29,0.5
D6GU50,Central,Mid-Size,2024-01-14,Oil Change,89.52,0.5
D6GU50,Central,Mid-Size,2024-01-18,Oil Change,51.59,0.5
D6GU50,Central,Mid-Size,2024-01-23,Oil Change,65.86,0.5
D6GU50,Central,Mid-Size,2024-01-31,Oil Change,90.29,0.5
D6GU50,Central,Mid-Size,2024-03-27,Oil Change,76.04,0.5
D6GU50,Central,Mid-Size,2024-04-28,Oil Change,75.61,0.5
D6GU50,Central,Mid-Size,2024-05-13,Oil Change,133.77,0.5
D6GU50,Central,Mid-Size,2024-05-31,Oil Change,60.62,0.5
D6GU50,Central,Mid-Size,2024-06-04,Oil Change,65.17,0.5
D6GU50,Central,Mid-Size,2024-06-21,Oil Change,64.12,0.5
D6GU50,Central,Mid-Size,2023-06-04,Tire Rotation,114.6,0.5
D6GU50,Central,Mid-Size,2023-06-24,Tire Rotation,137.36,0.5
D6GU50,Central,Mid-Size,2023-07-30,Tire Rotation,133.41,0.5
D6GU50,Central,Mid-Size,2023-08-23,Tire Rotation,158.19,0.5
D6GU50,Central,Mid-Size,2023-08-28,Tire Rotation,111.19,0.5
D6GU50,Central,Mid-Size,2023-09-03,Tire Rotation,116.29,0.5
D6GU50,Central,Mid-Size,2023-11-12,Tire Rotation,101.86,0.5
D6GU50,Central,Mid-Size,2023-11-18,Tire Rotation,150.19,0.5
D6GU50,Central,Mid-Size,2023-12-31,Tire Rotation,116.76,0.5
D6GU50,Central,Mid-Size,2024-02-11,Tire Rotation,124.42,0.5
D6GU50,Central,Mid-Size,2024-04-09,Tire Rotation,79.95,0.5
D6GU50,Central,Mid-Size,2024-04-14,Tire Rotation,123.32,0.5
D6GU50,Central,Mid-Size,2024-05-02,Tire Rotation,97.36,0.5
D6GU50,Central,Mid-Size,2024-05-07,Tire Rotation,111.1,0.5
D6GU50,Central,Mid-Size,2024-06-01,Tire Rotation,111.72,0.5
D6GU50,Central,Mid-Size,2024-06-19,Tire Rotation,154.29,0.5
D6GU50,Central,Mid-Size,2023-12-19,Brake Service,146.54,1.0
D6GU50,Central,Mid-Size,2023-12-27,Brake Service,228.41,1.0
D6GU50,Central,Mid-Size,2024-05-22,Brake Service,315.84,1.0
D6GU50,Central,Mid-Size,2023-09-11,Recall/Inspection,291.94,1.0
D6GU50,Central,Mid-Size,2024-03-15,Recall/Inspection,106.02,1.0
JFZO8X,East,Full-Size,2023-01-08,Oil Change,99.13,0.5
JFZO8X,East,Full-Size,2023-03-05,Oil Change,102.48,0.5
JFZO8X,East,Full-Size,2023-05-04,Oil Change,51.01,0.5
JFZO8X,East,Full-Size,2023-05-20,Oil Change,80.91,0.5
JFZO8X,East,Full-Size,2023-06-11,Oil Change,81.55,0.5
JFZO8X,East,Full-Size,2023-06-12,Oil Change,104.13,0.5
JFZO8X,East,Full-Size,2023-07-05,Oil Change,107.66,0.5
JFZO8X,East,Full-Size,2023-08-25,Oil Change,50.63,0.5
JFZO8X,East,Full-Size,2023-09-29,Oil Change,104.3,0.5
JFZO8X,East,Full-Size,2023-11-15,Oil Change,91.9,0.5
JFZO8X,East,Full-Size,2023-11-16,Oil Change,111.67,0.5
JFZO8X,East,Full-Size,2024-01-20,Oil Change,77.06,0.5
JFZO8X,East,Full-Size,2024-02-21,Oil Change,125.52,0.5
JFZO8X,East,Full-Size,2024-04-28,Oil Change,66.47,0.5
JFZO8X,East,Full-Size,2024-05-02,Oil Change,68.8,0.5
JFZO8X,East,Full-Size,2024-06-04,Oil Change,83.17,0.5
JFZO8X,East,Full-Size,2024-06-19,Oil Change,47.07,0.5
JFZO8X,East,Full-Size,2023-01-30,Tire Rotation,141.76,0.5
JFZO8X,East,Full-Size,2023-03-21,Tire Rotation,191.87,0.5
JFZO8X,East,Full-Size,2023-04-02,Tire Rotation,68.06,0.5
JFZO8X,East,Full-Size,2023-10-20,Tire Rotation,112.59,0.5
JFZO8X,East,Full-Size,2023-11-11,Tire Rotation,112.59,0.5
JFZO8X,East,Full-Size,2023-12-16,Tire Rotation,154.03,0.5
JFZO8X,East,Full-Size,2024-03-29,Tire Rotation,83.87,0.5
JFZO8X,East,Full-Size,2024-05-22,Tire Rotation,148.2,0.5
JFZO8X,East,Full-Size,2023-02-23,Brake Service,403.1,1.0
JFZO8X,East,Full-Size,2023-03-05,Brake Service,263.35,1.0
JFZO8X,East,Full-Size,2023-03-10,Brake Service,403.09,1.0
JFZO8X,East,Full-Size,2023-08-20,Brake Service,311.74,1.0
JFZO8X,East,Full-Size,2023-08-31,Brake Service,384.49,1.0
JFZO8X,East,Full-Size,2023-09-27,Brake Service,333.96,1.0
JFZO8X,East,Full-Size,2023-11-22,Brake Service,352.21,1.0
JFZO8X,East,Full-Size,2023-12-16,Brake Service,256.3,1.0
JFZO8X,East,Full-Size,2024-05-06,Brake Service,401.4,1.0
JFZO8X,East,Full-Size,2024-05-15,Brake Service,414.35,1.0
JFZO8X,East,Full-Size,2023-01-12,Engine Repair,915.62,2.5
JFZO8X,East,Full-Size,2023-11-17,Recall/Inspection,191.3,1.0
JFZO8X,East,Full-Size,2023-12-19,Recall/Inspection,186.02,1.0
JFZO8X,East,Full-Size,2024-03-19,Recall/Inspection,159.07,1.0
JFZO8X,East,Full-Size,2024-03-23,Recall/Inspection,231.28,1.0
AJ0Z0I,East,Compact,2023-01-24,Oil Change,86.93,0.5
AJ0Z0I,East,Compact,2023-04-17,Oil Change,68.39,0.5
AJ0Z0I,East,Compact,2023-05-19,Oil Change,82.41,0.5
AJ0Z0I,East,Compact,2023-07-20,Oil Change,137.97,0.5
AJ0Z0I,East,Compact,2023-08-27,Oil Change,85.0,0.5
AJ0Z0I,East,Compact,2023-09-07,Oil Change,118.16,0.5
AJ0Z0I,East,Compact,2023-10-27,Oil Change,98.01,0.5
AJ0Z0I,East,Compact,2023-11-08,Oil Change,59.4,0.5
AJ0Z0I,East,Compact,2023-12-03,Oil Change,62.17,0.5
AJ0Z0I,East,Compact,2023-12-16,Oil Change,80.32,0.5
AJ0Z0I,East,Compact,2023-12-22,Oil Change,84.47,0.5
AJ0Z0I,East,Compact,2024-01-13,Oil Change,81.15,0.5
AJ0Z0I,East,Compact,2024-01-22,Oil Change,68.7,0.5
AJ0Z0I,East,Compact,2024-01-23,Oil Change,69.05,0.5
AJ0Z0I,East,Compact,2024-03-28,Oil Change,87.97,0.5
AJ0Z0I,East,Compact,2024-04-27,Oil Change,79.0,0.5
AJ0Z0I,East,Compact,2024-05-23,Oil Change,23.18,0.5
AJ0Z0I,East,Compact,2024-05-29,Oil Change,110.41,0.5
AJ0Z0I,East,Compact,2024-06-03,Oil Change,92.35,0.5
AJ0Z0I,East,Compact,2024-06-15,Oil Change,68.25,0.5
AJ0Z0I,East,Compact,2024-06-20,Oil Change,45.11,0.5
AJ0Z0I,East,Compact,2024-06-30,Oil Change,92.14,0.5
AJ0Z0I,East,Compact,2023-06-27,Tire Rotation,86.02,0.5
AJ0Z0I,East,Compact,2023-07-31,Tire Rotation,135.57,0.5
AJ0Z0I,East,Compact,2023-09-02,Tire Rotation,140.25,0.5
AJ0Z0I,East,Compact,2023-09-04,Tire Rotation,84.0,0.5
AJ0Z0I,East,Compact,2023-10-04,Tire Rotation,145.48,0.5
AJ0Z0I,East,Compact,2023-10-22,Tire Rotation,129.47,0.5
AJ0Z0I,East,Compact,2023-11-05,Tire Rotation,137.24,0.5
AJ0Z0I,East,Compact,2023-12-04,Tire Rotation,101.11,0.5
AJ0Z0I,East,Compact,2024-01-17,Tire Rotation,122.61,0.5
AJ0Z0I,East,Compact,2024-02-01,Tire Rotation,150.62,0.5
AJ0Z0I,East,Compact,2024-03-30,Tire Rotation,120.46,0.5
AJ0Z0I,East,Compact,2024-05-11,Tire Rotation,131.7,0.5
AJ0Z0I,East,Compact,2023-03-05,Brake Service,327.02,1.0
AJ0Z0I,East,Compact,2023-05-08,Brake Service,347.41,1.0
AJ0Z0I,East,Compact,2023-06-19,Brake Service,494.94,1.0
AJ0Z0I,East,Compact,2023-12-05,Brake Service,291.39,1.0
AJ0Z0I,East,Compact,2024-02-13,Brake Service,389.27,1.0
AJ0Z0I,East,Compact,2024-06-28,Brake Service,232.32,1.0
AJ0Z0I,East,Compact,2023-03-13,Recall/Inspection,175.08,1.0
AJ0Z0I,East,Compact,2023-04-11,Recall/Inspection,262.02,1.0
AJ0Z0I,East,Compact,2023-10-28,Recall/Inspection,272.82,1.0
IHZA3K,North,SUV,2023-04-19,Oil Change,99.92,0.5
IHZA3K,North,SUV,2023-04-22,Oil Change,73.1,0.5
IHZA3K,North,SUV,2023-04-27,Oil Change,50.72,0.5
IHZA3K,North,SUV,2023-04-28,Oil Change,127.76,0.5
IHZA3K,North,SUV,2023-05-21,Oil Change,63.49,0.5
IHZA3K,North,SUV,2023-05-29,Oil Change,72.31,0.5
IHZA3K,North,SUV,2023-06-12,Oil Change,72.9,0.5
IHZA3K,North,SUV,2023-06-28,Oil Change,128.93,0.5
IHZA3K,North,SUV,2023-07-30,Oil Change,57.47,0.5
IHZA3K,North,SUV,2023-08-16,Oil Change,59.47,0.5
IHZA3K,North,SUV,2023-08-29,Oil Change,77.3,0.5
IHZA3K,North,SUV,2023-10-09,Oil Change,74.9,0.5
IHZA3K,North,SUV,2023-10-17,Oil Change,105.1,0.5
IHZA3K,North,SUV,2023-10-19,Oil Change,29.61,0.5
IHZA3K,North,SUV,2023-10-25,Oil Change,76.14,0.5
IHZA3K,North,SUV,2023-11-12,Oil Change,84.78,0.5
IHZA3K,North,SUV,2023-12-21,Oil Change,80.72,0.5
IHZA3K,North,SUV,2023-12-26,Oil Change,83.43,0.5
IHZA3K,North,SUV,2024-03-01,Oil Change,27.13,0.5
IHZA3K,North,SUV,2024-03-09,Oil Change,98.17,0.5
IHZA3K,North,SUV,2024-03-13,Oil Change,90.7,0.5
IHZA3K,North,SUV,2024-03-23,Oil Change,61.25,0.5
IHZA3K,North,SUV,2024-04-05,Oil Change,101.95,0.5
IHZA3K,North,SUV,2024-04-08,Oil Change,55.12,0.5
IHZA3K,North,SUV,2024-05-31,Oil Change,83.5,0.5
IHZA3K,North,SUV,2024-06-21,Oil Change,111.95,0.5
IHZA3K,North,SUV,2024-06-24,Oil Change,73.93,0.5
IHZA3K,North,SUV,2024-06-25,Oil Change,112.46,0.5
IHZA3K,North,SUV,2023-03-07,Tire Rotation,205.35,0.5
IHZA3K,North,SUV,2023-04-14,Tire Rotation,83.11,0.5
IHZA3K,North,SUV,2023-05-12,Tire Rotation,96.69,0.5
IHZA3K,North,SUV,2023-05-23,Tire Rotation,124.43,0.5
IHZA3K,North,SUV,2023-07-28,Tire Rotation,94.12,0.5
IHZA3K,North,SUV,2023-08-10,Tire Rotation,56.58,0.5
IHZA3K,North,SUV,2023-09-22,Tire Rotation,116.93,0.5
IHZA3K,North,SUV,2024-02-17,Tire Rotation,126.0,0.5
IHZA3K,North,SUV,2024-02-20,Tire Rotation,129.99,0.5
IHZA3K,North,SUV,2024-03-05,Tire Rotation,125.64,0.5
IHZA3K,North,SUV,2024-04-01,Tire Rotation,158.57,0.5
IHZA3K,North,SUV,2024-05-30,Tire Rotation,104.72,0.5
IHZA3K,North,SUV,2023-03-31,Brake Service,295.5,1.0
IHZA3K,North,SUV,2023-08-03,Brake Service,392.76,1.0
IHZA3K,North,SUV,2024-04-21,Brake Service,413.45,1.0
IHZA3K,North,SUV,2024-05-10,Brake Service,335.55,1.0
IHZA3K,North,SUV,2023-02-22,Engine Repair,630.08,2.5
IHZA3K,North,SUV,2023-10-31,Recall/Inspection,197.76,1.0
IHZA3K,North,SUV,2023-12-03,Recall/Inspection,214.16,1.0
IHZA3K,North,SUV,2024-02-28,Recall/Inspection,138.79,1.0
IHZA3K,North,SUV,2024-05-23,Recall/Inspection,240.42,1.0
RIP1HU,Central,SUV,2023-03-22,Oil Change,94.53,0.5
RIP1HU,Central,SUV,2023-04-12,Oil Change,77.41,0.5
RIP1HU,Central,SUV,2023-05-23,Oil Change,100.97,0.5
RIP1HU,Central,SUV,2023-06-02,Oil Change,120.52,0.5
RIP1HU,Central,SUV,2023-06-12,Oil Change,80.58,0.5
RIP1HU,Central,SUV,2023-06-14,Oil Change,107.45,0.5
RIP1HU,Central,SUV,2023-07-12,Oil Change,80.57,0.5
RIP1HU,Central,SUV,2023-07-19,Oil Change,40.67,0.5
RIP1HU,Central,SUV,2023-08-08,Oil Change,74.73,0.5
RIP1HU,Central,SUV,2023-08-17,Oil Change,87.63,0.5
RIP1HU,Central,SUV,2023-09-02,Oil Change,90.76,0.5
RIP1HU,Central,SUV,2023-09-22,Oil Change,95.59,0.5
RIP1HU,Central,SUV,2023-09-24,Oil Change,71.65,0.5
RIP1HU,Central,SUV,2023-12-30,Oil Change,76.44,0.5
RIP1HU,Central,SUV,2024-01-12,Oil Change,116.52,0.5
RIP1HU,Central,SUV,2024-01-24,Oil Change,86.15,0.5
RIP1HU,Central,SUV,2024-03-26,Oil Change,96.29,0.5
RIP1HU,Central,SUV,2024-04-12,Oil Change,108.96,0.5
RIP1HU,Central,SUV,2024-06-18,Oil Change,92.26,0.5
RIP1HU,Central,SUV,2023-05-24,Tire Rotation,140.71,0.5
RIP1HU,Central,SUV,2023-07-09,Tire Rotation,124.23,0.5
RIP1HU,Central,SUV,2023-08-06,Tire Rotation,68.21,0.5
RIP1HU,Central,SUV,2023-09-30,Tire Rotation,79.7,0.5
RIP1HU,Central,SUV,2023-10-05,Tire Rotation,82.5,0.5
RIP1HU,Central,SUV,2023-11-04,Tire Rotation,123.61,0.5
RIP1HU,Central,SUV,2023-11-07,Tire Rotation,114.96,0.5
RIP1HU,Central,SUV,2023-11-12,Tire Rotation,131.71,0.5
RIP1HU,Central,SUV,2023-12-03,Tire Rotation,131.54,0.5
RIP1HU,Central,SUV,2023-12-07,Tire Rotation,105.14,0.5
RIP1HU,Central,SUV,2024-02-14,Tire Rotation,111.63,0.5
RIP1HU,Central,SUV,2024-03-10,Tire Rotation,141.97,0.5
RIP1HU,Central,SUV,2024-04-07,Tire Rotation,125.71,0.5
RIP1HU,Central,SUV,2024-04-26,Tire Rotation,53.19,0.5
RIP1HU,Central,SUV,2023-09-01,Brake Service,345.94,1.0
RIP1HU,Central,SUV,2024-02-16,Brake Service,248.71,1.0
RIP1HU,Central,SUV,2023-11-01,Engine Repair,694.34,2.5
RIP1HU,Central,SUV,2023-08-01,Recall/Inspection,247.36,1.0
RIP1HU,Central,SUV,2024-01-20,Recall/Inspection,178.26,1.0
CGYUWI,South,Full-Size,2023-02-18,Oil Change,66.03,0.5
CGYUWI,South,Full-Size,2023-04-03,Oil Change,54.81,0.5
CGYUWI,South,Full-Size,2023-04-14,Oil Change,100.45,0.5
CGYUWI,South,Full-Size,2023-04-30,Oil Change,80.25,0.5
CGYUWI,South,Full-Size,2023-06-26,Oil Change,99.68,0.5
CGYUWI,South,Full-Size,2023-06-28,Oil Change,93.48,0.5
